Country,Product,Flow,2021
Colombia,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Colombia,"Crude, NGL and feedstocks",Industry (PJ),0
Colombia,"Crude, NGL and feedstocks",Transport (PJ),0
Colombia,"Crude, NGL and feedstocks",Residential (PJ),0
Colombia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Colombia,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Colombia,Oil products,Production (PJ),0
Colombia,Oil products,Imports (PJ),241.552921
Colombia,Oil products,Exports (PJ),-221.2729327
Colombia,Oil products,Total energy supply (PJ),-51.31151162
Colombia,Oil products,"Electricity, CHP and heat plants (PJ)",-16.67071972
Colombia,Oil products,"Oil refineries, transformation (PJ)",844.4528788
Colombia,Oil products,Total final consumption (PJ),639.5401602
Colombia,Oil products,Industry (PJ),52.8727819
Colombia,Oil products,Transport (PJ),467.2677931
Colombia,Oil products,Residential (PJ),22.19791956
Colombia,Oil products,Commercial and public services (PJ),3.051540806
Colombia,Oil products,Other final consumption (PJ),94.1501249
Colombia,Natural gas,Production (PJ),396.5498354
Colombia,Natural gas,Imports (PJ),1.560977204
Colombia,Natural gas,Exports (PJ),0
Colombia,Natural gas,Total energy supply (PJ),398.1108126
Colombia,Natural gas,"Electricity, CHP and heat plants (PJ)",-107.1859109
Colombia,Natural gas,"Oil refineries, transformation (PJ)",0
Colombia,Natural gas,Total final consumption (PJ),145.2168636
Colombia,Natural gas,Industry (PJ),53.67165265
Colombia,Natural gas,Transport (PJ),20.78487874
Colombia,Natural gas,Residential (PJ),50.76604275
Colombia,Natural gas,Commercial and public services (PJ),14.21385524
Colombia,Natural gas,Other final consumption (PJ),5.780438431
Colombia,Nuclear,Production (PJ),0
Colombia,Nuclear,Imports (PJ),0
Colombia,Nuclear,Exports (PJ),0
Colombia,Nuclear,Total energy supply (PJ),0
Colombia,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Colombia,Nuclear,"Oil refineries, transformation (PJ)",0
Colombia,Nuclear,Total final consumption (PJ),0
Colombia,Nuclear,Industry (PJ),0
Colombia,Nuclear,Transport (PJ),0
Colombia,Nuclear,Residential (PJ),0
Colombia,Nuclear,Commercial and public services (PJ),0
Colombia,Nuclear,Other final consumption (PJ),0
Colombia,Renewables and waste,Production (PJ),440.8649112
Colombia,Renewables and waste,Imports (PJ),0.665362069
Colombia,Renewables and waste,Exports (PJ),-0.432123815
Colombia,Renewables and waste,Total energy supply (PJ),441.3591336
Colombia,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-243.1050641
Colombia,Renewables and waste,"Oil refineries, transformation (PJ)",0
Colombia,Renewables and waste,Total final consumption (PJ),188.1656274
Colombia,Renewables and waste,Industry (PJ),51.11453105
Colombia,Renewables and waste,Transport (PJ),32.34066446
Colombia,Renewables and waste,Residential (PJ),92.022121
Colombia,Renewables and waste,Commercial and public services (PJ),0
Colombia,Renewables and waste,Other final consumption (PJ),12.68831093
Colombia,Electricity,Production (PJ),0
Colombia,Electricity,Imports (PJ),1.724400569
Colombia,Electricity,Exports (PJ),-1.310401411
Colombia,Electricity,Total energy supply (PJ),0.413999158
Colombia,Electricity,"Electricity, CHP and heat plants (PJ)",303.9422532
Colombia,Electricity,"Oil refineries, transformation (PJ)",0
Colombia,Electricity,Total final consumption (PJ),252.6479996
Colombia,Electricity,Industry (PJ),84.00959901
Colombia,Electricity,Transport (PJ),0.320399057
Colombia,Electricity,Residential (PJ),87.15600014
Colombia,Electricity,Commercial and public services (PJ),58.87079995
Colombia,Electricity,Other final consumption (PJ),22.29119727
Colombia,Heat,Production (PJ),0
Colombia,Heat,Imports (PJ),0
Colombia,Heat,Exports (PJ),0
Colombia,Heat,Total energy supply (PJ),0
Colombia,Heat,"Electricity, CHP and heat plants (PJ)",0
Colombia,Heat,"Oil refineries, transformation (PJ)",0
Colombia,Heat,Total final consumption (PJ),0
Colombia,Heat,Industry (PJ),0
Colombia,Heat,Transport (PJ),0
Colombia,Heat,Residential (PJ),0
Colombia,Heat,Commercial and public services (PJ),0
Colombia,Heat,Other final consumption (PJ),0
Costa Rica,"Coal, peat and oil shale",Production (PJ),0
Costa Rica,"Coal, peat and oil shale",Imports (PJ),0.568027343
Costa Rica,"Coal, peat and oil shale",Exports (PJ),0
Costa Rica,"Coal, peat and oil shale",Total energy supply (PJ),0.568027343
Costa Rica,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",0
Costa Rica,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Costa Rica,"Coal, peat and oil shale",Total final consumption (PJ),0.568027343
Costa Rica,"Coal, peat and oil shale",Industry (PJ),0.568027343
Costa Rica,"Coal, peat and oil shale",Transport (PJ),0
Costa Rica,"Coal, peat and oil shale",Residential (PJ),0
Costa Rica,"Coal, peat and oil shale",Commercial and public services (PJ),0
Costa Rica,"Coal, peat and oil shale",Other final consumption (PJ),0
Costa Rica,"Crude, NGL and feedstocks",Production (PJ),0
Costa Rica,"Crude, NGL and feedstocks",Imports (PJ),0.213861744
Costa Rica,"Crude, NGL and feedstocks",Exports (PJ),0
Costa Rica,"Crude, NGL and feedstocks",Total energy supply (PJ),0.093742452
Costa Rica,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Costa Rica,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",0
Costa Rica,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Costa Rica,"Crude, NGL and feedstocks",Industry (PJ),0
Costa Rica,"Crude, NGL and feedstocks",Transport (PJ),0
Costa Rica,"Crude, NGL and feedstocks",Residential (PJ),0
Costa Rica,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Costa Rica,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Costa Rica,Oil products,Production (PJ),0
Costa Rica,Oil products,Imports (PJ),116.1168577
Costa Rica,Oil products,Exports (PJ),0
Costa Rica,Oil products,Total energy supply (PJ),105.2692483
Costa Rica,Oil products,"Electricity, CHP and heat plants (PJ)",-0.065385256
Costa Rica,Oil products,"Oil refineries, transformation (PJ)",0
Costa Rica,Oil products,Total final consumption (PJ),105.3634974
Costa Rica,Oil products,Industry (PJ),14.66986056
Costa Rica,Oil products,Transport (PJ),79.60990441
Costa Rica,Oil products,Residential (PJ),3.827333912
Costa Rica,Oil products,Commercial and public services (PJ),2.281035629
Costa Rica,Oil products,Other final consumption (PJ),4.975367033
Costa Rica,Natural gas,Production (PJ),0
Costa Rica,Natural gas,Imports (PJ),0
Costa Rica,Natural gas,Exports (PJ),0
Costa Rica,Natural gas,Total energy supply (PJ),0
Costa Rica,Natural gas,"Electricity, CHP and heat plants (PJ)",0
Costa Rica,Natural gas,"Oil refineries, transformation (PJ)",0
Costa Rica,Natural gas,Total final consumption (PJ),0
Costa Rica,Natural gas,Industry (PJ),0
Costa Rica,Natural gas,Transport (PJ),0
Costa Rica,Natural gas,Residential (PJ),0
Costa Rica,Natural gas,Commercial and public services (PJ),0
Costa Rica,Natural gas,Other final consumption (PJ),0
Costa Rica,Nuclear,Production (PJ),0
Costa Rica,Nuclear,Imports (PJ),0
Costa Rica,Nuclear,Exports (PJ),0
Costa Rica,Nuclear,Total energy supply (PJ),0
Costa Rica,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Costa Rica,Nuclear,"Oil refineries, transformation (PJ)",0
Costa Rica,Nuclear,Total final consumption (PJ),0
Costa Rica,Nuclear,Industry (PJ),0
Costa Rica,Nuclear,Transport (PJ),0
Costa Rica,Nuclear,Residential (PJ),0
Costa Rica,Nuclear,Commercial and public services (PJ),0
Costa Rica,Nuclear,Other final consumption (PJ),0
Costa Rica,Renewables and waste,Production (PJ),109.3894238
Costa Rica,Renewables and waste,Imports (PJ),0.053833874
Costa Rica,Renewables and waste,Exports (PJ),-0.634249958
Costa Rica,Renewables and waste,Total energy supply (PJ),108.8098115
Costa Rica,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-92.63768108
Costa Rica,Renewables and waste,"Oil refineries, transformation (PJ)",0
Costa Rica,Renewables and waste,Total final consumption (PJ),16.14465668
Costa Rica,Renewables and waste,Industry (PJ),13.13828307
Costa Rica,Renewables and waste,Transport (PJ),0
Costa Rica,Renewables and waste,Residential (PJ),2.779717003
Costa Rica,Renewables and waste,Commercial and public services (PJ),0.226660792
Costa Rica,Renewables and waste,Other final consumption (PJ),0
Costa Rica,Electricity,Production (PJ),0
Costa Rica,Electricity,Imports (PJ),0.022658962
Costa Rica,Electricity,Exports (PJ),-3.632551416
Costa Rica,Electricity,Total energy supply (PJ),-3.609892454
Costa Rica,Electricity,"Electricity, CHP and heat plants (PJ)",45.85337305
Costa Rica,Electricity,"Oil refineries, transformation (PJ)",0
Costa Rica,Electricity,Total final consumption (PJ),37.30640604
Costa Rica,Electricity,Industry (PJ),7.609802076
Costa Rica,Electricity,Transport (PJ),0
Costa Rica,Electricity,Residential (PJ),14.96682192
Costa Rica,Electricity,Commercial and public services (PJ),13.5014461
Costa Rica,Electricity,Other final consumption (PJ),1.228331758
Costa Rica,Heat,Production (PJ),0
Costa Rica,Heat,Imports (PJ),0
Costa Rica,Heat,Exports (PJ),0
Costa Rica,Heat,Total energy supply (PJ),0
Costa Rica,Heat,"Electricity, CHP and heat plants (PJ)",0
Costa Rica,Heat,"Oil refineries, transformation (PJ)",0
Costa Rica,Heat,Total final consumption (PJ),0
Costa Rica,Heat,Industry (PJ),0
Costa Rica,Heat,Transport (PJ),0
Costa Rica,Heat,Residential (PJ),0
Costa Rica,Heat,Commercial and public services (PJ),0
Costa Rica,Heat,Other final consumption (PJ),0
Czech Republic,"Coal, peat and oil shale",Production (PJ),440.5172226
Czech Republic,"Coal, peat and oil shale",Imports (PJ),146.1930663
Czech Republic,"Coal, peat and oil shale",Exports (PJ),-70.42390611
Czech Republic,"Coal, peat and oil shale",Total energy supply (PJ),537.5881847
Czech Republic,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-394.51302
Czech Republic,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Czech Republic,"Coal, peat and oil shale",Total final consumption (PJ),86.76401936
Czech Republic,"Coal, peat and oil shale",Industry (PJ),45.14862994
Czech Republic,"Coal, peat and oil shale",Transport (PJ),0.010969416
Czech Republic,"Coal, peat and oil shale",Residential (PJ),26.64680486
Czech Republic,"Coal, peat and oil shale",Commercial and public services (PJ),0.992175304
Czech Republic,"Coal, peat and oil shale",Other final consumption (PJ),13.96543565
Czech Republic,"Crude, NGL and feedstocks",Production (PJ),5.268501648
Czech Republic,"Crude, NGL and feedstocks",Imports (PJ),290.9406985
Czech Republic,"Crude, NGL and feedstocks",Exports (PJ),0
Czech Republic,"Crude, NGL and feedstocks",Total energy supply (PJ),303.9797753
Czech Republic,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Czech Republic,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-314.5556615
Czech Republic,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Czech Republic,"Crude, NGL and feedstocks",Industry (PJ),0
Czech Republic,"Crude, NGL and feedstocks",Transport (PJ),0
Czech Republic,"Crude, NGL and feedstocks",Residential (PJ),0
Czech Republic,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Czech Republic,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Czech Republic,Oil products,Production (PJ),0
Czech Republic,Oil products,Imports (PJ),184.2205984
Czech Republic,Oil products,Exports (PJ),-91.4340012
Czech Republic,Oil products,Total energy supply (PJ),87.87319898
Czech Republic,Oil products,"Electricity, CHP and heat plants (PJ)",-2.00830329
Czech Republic,Oil products,"Oil refineries, transformation (PJ)",316.4148979
Czech Republic,Oil products,Total final consumption (PJ),383.2555982
Czech Republic,Oil products,Industry (PJ),9.327801028
Czech Republic,Oil products,Transport (PJ),255.5768002
Czech Republic,Oil products,Residential (PJ),2.116000346
Czech Republic,Oil products,Commercial and public services (PJ),1.077401804
Czech Republic,Oil products,Other final consumption (PJ),115.1575991
Czech Republic,Natural gas,Production (PJ),6.987832002
Czech Republic,Natural gas,Imports (PJ),300.7379152
Czech Republic,Natural gas,Exports (PJ),0
Czech Republic,Natural gas,Total energy supply (PJ),326.430385
Czech Republic,Natural gas,"Electricity, CHP and heat plants (PJ)",-86.15063642
Czech Republic,Natural gas,"Oil refineries, transformation (PJ)",0
Czech Republic,Natural gas,Total final consumption (PJ),233.809761
Czech Republic,Natural gas,Industry (PJ),93.44489612
Czech Republic,Natural gas,Transport (PJ),4.26487126
Czech Republic,Natural gas,Residential (PJ),87.15205199
Czech Republic,Natural gas,Commercial and public services (PJ),41.80413037
Czech Republic,Natural gas,Other final consumption (PJ),7.143807049
Czech Republic,Nuclear,Production (PJ),336.1127285
Czech Republic,Nuclear,Imports (PJ),0
Czech Republic,Nuclear,Exports (PJ),0
Czech Republic,Nuclear,Total energy supply (PJ),336.1127285
Czech Republic,Nuclear,"Electricity, CHP and heat plants (PJ)",-336.1127285
Czech Republic,Nuclear,"Oil refineries, transformation (PJ)",0
Czech Republic,Nuclear,Total final consumption (PJ),0
Czech Republic,Nuclear,Industry (PJ),0
Czech Republic,Nuclear,Transport (PJ),0
Czech Republic,Nuclear,Residential (PJ),0
Czech Republic,Nuclear,Commercial and public services (PJ),0
Czech Republic,Nuclear,Other final consumption (PJ),0
Czech Republic,Renewables and waste,Production (PJ),239.1793529
Czech Republic,Renewables and waste,Imports (PJ),20.06334238
Czech Republic,Renewables and waste,Exports (PJ),-24.863249
Czech Republic,Renewables and waste,Total energy supply (PJ),234.4276531
Czech Republic,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-79.4924563
Czech Republic,Renewables and waste,"Oil refineries, transformation (PJ)",0
Czech Republic,Renewables and waste,Total final consumption (PJ),154.8964103
Czech Republic,Renewables and waste,Industry (PJ),32.87331753
Czech Republic,Renewables and waste,Transport (PJ),15.9170078
Czech Republic,Renewables and waste,Residential (PJ),96.61027602
Czech Republic,Renewables and waste,Commercial and public services (PJ),3.765457195
Czech Republic,Renewables and waste,Other final consumption (PJ),5.730351743
Czech Republic,Electricity,Production (PJ),0
Czech Republic,Electricity,Imports (PJ),54.55072992
Czech Republic,Electricity,Exports (PJ),-94.42168494
Czech Republic,Electricity,Total energy supply (PJ),-39.87095502
Czech Republic,Electricity,"Electricity, CHP and heat plants (PJ)",301.7699823
Czech Republic,Electricity,"Oil refineries, transformation (PJ)",0
Czech Republic,Electricity,Total final consumption (PJ),215.937304
Czech Republic,Electricity,Industry (PJ),88.45139187
Czech Republic,Electricity,Transport (PJ),6.18535642
Czech Republic,Electricity,Residential (PJ),62.13584244
Czech Republic,Electricity,Commercial and public services (PJ),54.94501344
Czech Republic,Electricity,Other final consumption (PJ),4.219704061
Czech Republic,Heat,Production (PJ),0.627002608
Czech Republic,Heat,Imports (PJ),0.050199732
Czech Republic,Heat,Exports (PJ),-0.07380491
Czech Republic,Heat,Total energy supply (PJ),0.603397429
Czech Republic,Heat,"Electricity, CHP and heat plants (PJ)",120.7616937
Czech Republic,Heat,"Oil refineries, transformation (PJ)",0
Czech Republic,Heat,Total final consumption (PJ),90.16008776
Czech Republic,Heat,Industry (PJ),23.56006144
Czech Republic,Heat,Transport (PJ),0
Czech Republic,Heat,Residential (PJ),45.65824305
Czech Republic,Heat,Commercial and public services (PJ),20.42809221
Czech Republic,Heat,Other final consumption (PJ),0.513686866
Denmark,"Coal, peat and oil shale",Production (PJ),0
Denmark,"Coal, peat and oil shale",Imports (PJ),19.65906497
Denmark,"Coal, peat and oil shale",Exports (PJ),-14.52793642
Denmark,"Coal, peat and oil shale",Total energy supply (PJ),46.09271566
Denmark,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-39.1253278
Denmark,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Denmark,"Coal, peat and oil shale",Total final consumption (PJ),5.549155412
Denmark,"Coal, peat and oil shale",Industry (PJ),5.421876692
Denmark,"Coal, peat and oil shale",Transport (PJ),0
Denmark,"Coal, peat and oil shale",Residential (PJ),0
Denmark,"Coal, peat and oil shale",Commercial and public services (PJ),0
Denmark,"Coal, peat and oil shale",Other final consumption (PJ),0.12727872
Denmark,"Crude, NGL and feedstocks",Production (PJ),139.1803354
Denmark,"Crude, NGL and feedstocks",Imports (PJ),222.9292014
Denmark,"Crude, NGL and feedstocks",Exports (PJ),-40.15681716
Denmark,"Crude, NGL and feedstocks",Total energy supply (PJ),324.619728
Denmark,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Denmark,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-352.5499839
Denmark,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Denmark,"Crude, NGL and feedstocks",Industry (PJ),0
Denmark,"Crude, NGL and feedstocks",Transport (PJ),0
Denmark,"Crude, NGL and feedstocks",Residential (PJ),0
