Country,Product,Flow,2021
Portugal,"Coal, peat and oil shale",Total energy supply (PJ),8.189267756
Portugal,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-7.770654745
Portugal,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Portugal,"Coal, peat and oil shale",Total final consumption (PJ),0.417834266
Portugal,"Coal, peat and oil shale",Industry (PJ),0.417834266
Portugal,"Coal, peat and oil shale",Transport (PJ),0
Portugal,"Coal, peat and oil shale",Residential (PJ),0
Portugal,"Coal, peat and oil shale",Commercial and public services (PJ),0
Portugal,"Coal, peat and oil shale",Other final consumption (PJ),0
Portugal,"Crude, NGL and feedstocks",Production (PJ),0
Portugal,"Crude, NGL and feedstocks",Imports (PJ),466.9544906
Portugal,"Crude, NGL and feedstocks",Exports (PJ),-6.427830755
Portugal,"Crude, NGL and feedstocks",Total energy supply (PJ),467.5555016
Portugal,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Portugal,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-485.7729425
Portugal,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Portugal,"Crude, NGL and feedstocks",Industry (PJ),0
Portugal,"Crude, NGL and feedstocks",Transport (PJ),0
Portugal,"Crude, NGL and feedstocks",Residential (PJ),0
Portugal,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Portugal,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Portugal,Oil products,Production (PJ),0
Portugal,Oil products,Imports (PJ),146.2828606
Portugal,Oil products,Exports (PJ),-204.7176011
Portugal,Oil products,Total energy supply (PJ),-112.0063454
Portugal,Oil products,"Electricity, CHP and heat plants (PJ)",-10.55367513
Portugal,Oil products,"Oil refineries, transformation (PJ)",473.2089502
Portugal,Oil products,Total final consumption (PJ),321.5416178
Portugal,Oil products,Industry (PJ),21.37914895
Portugal,Oil products,Transport (PJ),210.7475226
Portugal,Oil products,Residential (PJ),16.4630042
Portugal,Oil products,Commercial and public services (PJ),4.506725948
Portugal,Oil products,Other final consumption (PJ),68.44522025
Portugal,Natural gas,Production (PJ),0
Portugal,Natural gas,Imports (PJ),207.5616023
Portugal,Natural gas,Exports (PJ),0
Portugal,Natural gas,Total energy supply (PJ),207.4690154
Portugal,Natural gas,"Electricity, CHP and heat plants (PJ)",-117.2222818
Portugal,Natural gas,"Oil refineries, transformation (PJ)",0
Portugal,Natural gas,Total final consumption (PJ),80.42761157
Portugal,Natural gas,Industry (PJ),54.82609157
Portugal,Natural gas,Transport (PJ),0.993100586
Portugal,Natural gas,Residential (PJ),12.00566993
Portugal,Natural gas,Commercial and public services (PJ),9.915778472
Portugal,Natural gas,Other final consumption (PJ),2.686975196
Portugal,Nuclear,Production (PJ),0
Portugal,Nuclear,Imports (PJ),0
Portugal,Nuclear,Exports (PJ),0
Portugal,Nuclear,Total energy supply (PJ),0
Portugal,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Portugal,Nuclear,"Oil refineries, transformation (PJ)",0
Portugal,Nuclear,Total final consumption (PJ),0
Portugal,Nuclear,Industry (PJ),0
Portugal,Nuclear,Transport (PJ),0
Portugal,Nuclear,Residential (PJ),0
Portugal,Nuclear,Commercial and public services (PJ),0
Portugal,Nuclear,Other final consumption (PJ),0
Portugal,Renewables and waste,Production (PJ),259.4494437
Portugal,Renewables and waste,Imports (PJ),9.239773558
Portugal,Renewables and waste,Exports (PJ),-14.76672218
Portugal,Renewables and waste,Total energy supply (PJ),254.0010729
Portugal,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-156.0982103
Portugal,Renewables and waste,"Oil refineries, transformation (PJ)",0
Portugal,Renewables and waste,Total final consumption (PJ),97.43556548
Portugal,Renewables and waste,Industry (PJ),45.5875908
Portugal,Renewables and waste,Transport (PJ),13.30570483
Portugal,Renewables and waste,Residential (PJ),35.36081682
Portugal,Renewables and waste,Commercial and public services (PJ),2.880777982
Portugal,Renewables and waste,Other final consumption (PJ),0.300679229
Portugal,Electricity,Production (PJ),0
Portugal,Electricity,Imports (PJ),34.35990367
Portugal,Electricity,Exports (PJ),-17.24915964
Portugal,Electricity,Total energy supply (PJ),17.11074403
Portugal,Electricity,"Electricity, CHP and heat plants (PJ)",177.9569069
Portugal,Electricity,"Oil refineries, transformation (PJ)",0
Portugal,Electricity,Total final consumption (PJ),170.3548756
Portugal,Electricity,Industry (PJ),59.86520263
Portugal,Electricity,Transport (PJ),1.698442409
Portugal,Electricity,Residential (PJ),51.40050205
Portugal,Electricity,Commercial and public services (PJ),52.97594046
Portugal,Electricity,Other final consumption (PJ),4.414788007
Portugal,Heat,Production (PJ),0
Portugal,Heat,Imports (PJ),0
Portugal,Heat,Exports (PJ),0
Portugal,Heat,Total energy supply (PJ),0
Portugal,Heat,"Electricity, CHP and heat plants (PJ)",16.67341602
Portugal,Heat,"Oil refineries, transformation (PJ)",0
Portugal,Heat,Total final consumption (PJ),8.395706304
Portugal,Heat,Industry (PJ),7.343605332
Portugal,Heat,Transport (PJ),0
Portugal,Heat,Residential (PJ),0.035998106
Portugal,Heat,Commercial and public services (PJ),1.016102866
Portugal,Heat,Other final consumption (PJ),0
Slovak Republic,"Coal, peat and oil shale",Production (PJ),11.3951382
Slovak Republic,"Coal, peat and oil shale",Imports (PJ),106.0115847
Slovak Republic,"Coal, peat and oil shale",Exports (PJ),-1.866948548
Slovak Republic,"Coal, peat and oil shale",Total energy supply (PJ),118.2053676
Slovak Republic,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-23.06262774
Slovak Republic,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Slovak Republic,"Coal, peat and oil shale",Total final consumption (PJ),35.5366373
Slovak Republic,"Coal, peat and oil shale",Industry (PJ),27.99839601
Slovak Republic,"Coal, peat and oil shale",Transport (PJ),0
Slovak Republic,"Coal, peat and oil shale",Residential (PJ),2.330959032
Slovak Republic,"Coal, peat and oil shale",Commercial and public services (PJ),3.029915984
Slovak Republic,"Coal, peat and oil shale",Other final consumption (PJ),2.177366274
Slovak Republic,"Crude, NGL and feedstocks",Production (PJ),8.448259018
Slovak Republic,"Crude, NGL and feedstocks",Imports (PJ),230.5379987
Slovak Republic,"Crude, NGL and feedstocks",Exports (PJ),-0.216298462
Slovak Republic,"Crude, NGL and feedstocks",Total energy supply (PJ),240.4500383
Slovak Republic,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Slovak Republic,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-254.9991139
Slovak Republic,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Slovak Republic,"Crude, NGL and feedstocks",Industry (PJ),0
Slovak Republic,"Crude, NGL and feedstocks",Transport (PJ),0
Slovak Republic,"Crude, NGL and feedstocks",Residential (PJ),0
Slovak Republic,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Slovak Republic,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Slovak Republic,Oil products,Production (PJ),0
Slovak Republic,Oil products,Imports (PJ),68.39180087
Slovak Republic,Oil products,Exports (PJ),-144.6154005
Slovak Republic,Oil products,Total energy supply (PJ),-76.43360115
Slovak Republic,Oil products,"Electricity, CHP and heat plants (PJ)",-2.859601147
Slovak Republic,Oil products,"Oil refineries, transformation (PJ)",260.9435995
Slovak Republic,Oil products,Total final consumption (PJ),150.4069005
Slovak Republic,Oil products,Industry (PJ),15.80529979
Slovak Republic,Oil products,Transport (PJ),97.4596019
Slovak Republic,Oil products,Residential (PJ),0.367998786
Slovak Republic,Oil products,Commercial and public services (PJ),0.219798626
Slovak Republic,Oil products,Other final consumption (PJ),36.55420136
Slovak Republic,Natural gas,Production (PJ),2.043899464
Slovak Republic,Natural gas,Imports (PJ),178.758901
Slovak Republic,Natural gas,Exports (PJ),-47.20769818
Slovak Republic,Natural gas,Total energy supply (PJ),190.5434996
Slovak Republic,Natural gas,"Electricity, CHP and heat plants (PJ)",-46.91610012
Slovak Republic,Natural gas,"Oil refineries, transformation (PJ)",0
Slovak Republic,Natural gas,Total final consumption (PJ),130.0959005
Slovak Republic,Natural gas,Industry (PJ),34.81559917
Slovak Republic,Natural gas,Transport (PJ),2.66939901
Slovak Republic,Natural gas,Residential (PJ),51.4323008
Slovak Republic,Natural gas,Commercial and public services (PJ),23.06789892
Slovak Republic,Natural gas,Other final consumption (PJ),18.1107026
Slovak Republic,Nuclear,Production (PJ),173.6089989
Slovak Republic,Nuclear,Imports (PJ),0
Slovak Republic,Nuclear,Exports (PJ),0
Slovak Republic,Nuclear,Total energy supply (PJ),173.6089989
Slovak Republic,Nuclear,"Electricity, CHP and heat plants (PJ)",-173.6089989
Slovak Republic,Nuclear,"Oil refineries, transformation (PJ)",0
Slovak Republic,Nuclear,Total final consumption (PJ),0
Slovak Republic,Nuclear,Industry (PJ),0
Slovak Republic,Nuclear,Transport (PJ),0
Slovak Republic,Nuclear,Residential (PJ),0
Slovak Republic,Nuclear,Commercial and public services (PJ),0
Slovak Republic,Nuclear,Other final consumption (PJ),0
Slovak Republic,Renewables and waste,Production (PJ),104.88714
Slovak Republic,Renewables and waste,Imports (PJ),4.977054313
Slovak Republic,Renewables and waste,Exports (PJ),-5.577893608
Slovak Republic,Renewables and waste,Total energy supply (PJ),104.4178709
Slovak Republic,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-44.63341071
Slovak Republic,Renewables and waste,"Oil refineries, transformation (PJ)",0
Slovak Republic,Renewables and waste,Total final consumption (PJ),59.75547079
Slovak Republic,Renewables and waste,Industry (PJ),20.93500065
Slovak Republic,Renewables and waste,Transport (PJ),6.808582534
Slovak Republic,Renewables and waste,Residential (PJ),29.0348886
Slovak Republic,Renewables and waste,Commercial and public services (PJ),1.835999723
Slovak Republic,Renewables and waste,Other final consumption (PJ),1.140999296
Slovak Republic,Electricity,Production (PJ),0
Slovak Republic,Electricity,Imports (PJ),49.9823994
Slovak Republic,Electricity,Exports (PJ),-47.19600026
Slovak Republic,Electricity,Total energy supply (PJ),2.786399136
Slovak Republic,Electricity,"Electricity, CHP and heat plants (PJ)",106.9992006
Slovak Republic,Electricity,"Oil refineries, transformation (PJ)",0
Slovak Republic,Electricity,Total final consumption (PJ),91.97640114
Slovak Republic,Electricity,Industry (PJ),41.7887983
Slovak Republic,Electricity,Transport (PJ),2.109598729
Slovak Republic,Electricity,Residential (PJ),21.48479866
Slovak Republic,Electricity,Commercial and public services (PJ),25.783202
Slovak Republic,Electricity,Other final consumption (PJ),0.809999262
Slovak Republic,Heat,Production (PJ),0.002800969
Slovak Republic,Heat,Imports (PJ),0.07400169
Slovak Republic,Heat,Exports (PJ),0
Slovak Republic,Heat,Total energy supply (PJ),0.076798472
Slovak Republic,Heat,"Electricity, CHP and heat plants (PJ)",32.3979985
Slovak Republic,Heat,"Oil refineries, transformation (PJ)",0
Slovak Republic,Heat,Total final consumption (PJ),24.61899946
Slovak Republic,Heat,Industry (PJ),2.833998865
Slovak Republic,Heat,Transport (PJ),0
Slovak Republic,Heat,Residential (PJ),17.39599909
Slovak Republic,Heat,Commercial and public services (PJ),4.357001794
Slovak Republic,Heat,Other final consumption (PJ),0.031999712
Slovenia,"Coal, peat and oil shale",Production (PJ),29.9807537
Slovenia,"Coal, peat and oil shale",Imports (PJ),4.297180795
Slovenia,"Coal, peat and oil shale",Exports (PJ),0
Slovenia,"Coal, peat and oil shale",Total energy supply (PJ),39.25336433
Slovenia,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-37.63642217
Slovenia,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Slovenia,"Coal, peat and oil shale",Total final consumption (PJ),1.164365827
Slovenia,"Coal, peat and oil shale",Industry (PJ),0.88162285
Slovenia,"Coal, peat and oil shale",Transport (PJ),0
Slovenia,"Coal, peat and oil shale",Residential (PJ),0.001276974
Slovenia,"Coal, peat and oil shale",Commercial and public services (PJ),0
Slovenia,"Coal, peat and oil shale",Other final consumption (PJ),0.281466004
Slovenia,"Crude, NGL and feedstocks",Production (PJ),0.013150739
Slovenia,"Crude, NGL and feedstocks",Imports (PJ),0
Slovenia,"Crude, NGL and feedstocks",Exports (PJ),-0.014762657
Slovenia,"Crude, NGL and feedstocks",Total energy supply (PJ),0
Slovenia,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Slovenia,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",0
Slovenia,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Slovenia,"Crude, NGL and feedstocks",Industry (PJ),0
Slovenia,"Crude, NGL and feedstocks",Transport (PJ),0
Slovenia,"Crude, NGL and feedstocks",Residential (PJ),0
Slovenia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Slovenia,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Slovenia,Oil products,Production (PJ),0
Slovenia,Oil products,Imports (PJ),163.1528887
Slovenia,Oil products,Exports (PJ),-67.94416077
Slovenia,Oil products,Total energy supply (PJ),91.59307867
Slovenia,Oil products,"Electricity, CHP and heat plants (PJ)",-0.783124193
Slovenia,Oil products,"Oil refineries, transformation (PJ)",0
Slovenia,Oil products,Total final consumption (PJ),90.78044172
Slovenia,Oil products,Industry (PJ),4.12662731
Slovenia,Oil products,Transport (PJ),70.03172019
Slovenia,Oil products,Residential (PJ),4.891203979
Slovenia,Oil products,Commercial and public services (PJ),2.008462388
Slovenia,Oil products,Other final consumption (PJ),9.722427862
Slovenia,Natural gas,Production (PJ),0.181807603
Slovenia,Natural gas,Imports (PJ),32.27318999
Slovenia,Natural gas,Exports (PJ),0
Slovenia,Natural gas,Total energy supply (PJ),32.45499759
Slovenia,Natural gas,"Electricity, CHP and heat plants (PJ)",-6.370479968
Slovenia,Natural gas,"Oil refineries, transformation (PJ)",0
Slovenia,Natural gas,Total final consumption (PJ),26.06065286
Slovenia,Natural gas,Industry (PJ),19.98620059
Slovenia,Natural gas,Transport (PJ),0.191014376
Slovenia,Natural gas,Residential (PJ),4.708085908
Slovenia,Natural gas,Commercial and public services (PJ),0.931194562
Slovenia,Natural gas,Other final consumption (PJ),0.244153242
Slovenia,Nuclear,Production (PJ),62.24673821
Slovenia,Nuclear,Imports (PJ),0
Slovenia,Nuclear,Exports (PJ),0
Slovenia,Nuclear,Total energy supply (PJ),62.24673821
Slovenia,Nuclear,"Electricity, CHP and heat plants (PJ)",-62.24673821
Slovenia,Nuclear,"Oil refineries, transformation (PJ)",0
Slovenia,Nuclear,Total final consumption (PJ),0
Slovenia,Nuclear,Industry (PJ),0
Slovenia,Nuclear,Transport (PJ),0
Slovenia,Nuclear,Residential (PJ),0
Slovenia,Nuclear,Commercial and public services (PJ),0
Slovenia,Nuclear,Other final consumption (PJ),0
Slovenia,Renewables and waste,Production (PJ),48.15922384
Slovenia,Renewables and waste,Imports (PJ),4.409726166
Slovenia,Renewables and waste,Exports (PJ),-0.012166841
Slovenia,Renewables and waste,Total energy supply (PJ),52.51715929
Slovenia,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-23.01812624
Slovenia,Renewables and waste,"Oil refineries, transformation (PJ)",0
Slovenia,Renewables and waste,Total final consumption (PJ),29.49903306
Slovenia,Renewables and waste,Industry (PJ),5.24324687
Slovenia,Renewables and waste,Transport (PJ),4.306366634
Slovenia,Renewables and waste,Residential (PJ),19.40709079
Slovenia,Renewables and waste,Commercial and public services (PJ),0.423432018
Slovenia,Renewables and waste,Other final consumption (PJ),0.118900933
Slovenia,Electricity,Production (PJ),0
Slovenia,Electricity,Imports (PJ),30.19374878
Slovenia,Electricity,Exports (PJ),-31.16725933
Slovenia,Electricity,Total energy supply (PJ),-0.973506362
Slovenia,Electricity,"Electricity, CHP and heat plants (PJ)",56.13251552
Slovenia,Electricity,"Oil refineries, transformation (PJ)",0
Slovenia,Electricity,Total final consumption (PJ),48.45101031
Slovenia,Electricity,Industry (PJ),21.82281996
Slovenia,Electricity,Transport (PJ),0.850854056
Slovenia,Electricity,Residential (PJ),13.68925758
Slovenia,Electricity,Commercial and public services (PJ),11.98041516
Slovenia,Electricity,Other final consumption (PJ),0.107663562
Slovenia,Heat,Production (PJ),0
Slovenia,Heat,Imports (PJ),0
Slovenia,Heat,Exports (PJ),0
Slovenia,Heat,Total energy supply (PJ),0
Slovenia,Heat,"Electricity, CHP and heat plants (PJ)",10.08534387
Slovenia,Heat,"Oil refineries, transformation (PJ)",0
Slovenia,Heat,Total final consumption (PJ),7.798999381
Slovenia,Heat,Industry (PJ),2.08544508
Slovenia,Heat,Transport (PJ),0
Slovenia,Heat,Residential (PJ),3.426527362
Slovenia,Heat,Commercial and public services (PJ),2.28702694
Slovenia,Heat,Other final consumption (PJ),0
Spain,"Coal, peat and oil shale",Production (PJ),0
Spain,"Coal, peat and oil shale",Imports (PJ),155.0258829
Spain,"Coal, peat and oil shale",Exports (PJ),-18.02956241
Spain,"Coal, peat and oil shale",Total energy supply (PJ),129.9845567
Spain,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-56.99659568
Spain,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Spain,"Coal, peat and oil shale",Total final consumption (PJ),27.03557436
Spain,"Coal, peat and oil shale",Industry (PJ),20.80608907
Spain,"Coal, peat and oil shale",Transport (PJ),0
Spain,"Coal, peat and oil shale",Residential (PJ),1.604398507
Spain,"Coal, peat and oil shale",Commercial and public services (PJ),0
Spain,"Coal, peat and oil shale",Other final consumption (PJ),4.625082598
Spain,"Crude, NGL and feedstocks",Production (PJ),0.246016368
Spain,"Crude, NGL and feedstocks",Imports (PJ),2578.294987
Spain,"Crude, NGL and feedstocks",Exports (PJ),-126.3954517
Spain,"Crude, NGL and feedstocks",Total energy supply (PJ),2486.608664
Spain,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Spain,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-2498.126166
Spain,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Spain,"Crude, NGL and feedstocks",Industry (PJ),0
Spain,"Crude, NGL and feedstocks",Transport (PJ),0
Spain,"Crude, NGL and feedstocks",Residential (PJ),0
Spain,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Spain,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Spain,Oil products,Production (PJ),0
Spain,Oil products,Imports (PJ),641.0804672
Spain,Oil products,Exports (PJ),-802.7410716
Spain,Oil products,Total energy supply (PJ),-467.3361677
Spain,Oil products,"Electricity, CHP and heat plants (PJ)",-84.46203717
Spain,Oil products,"Oil refineries, transformation (PJ)",2457.517476
Spain,Oil products,Total final consumption (PJ),1730.25655
Spain,Oil products,Industry (PJ),96.3806133
Spain,Oil products,Transport (PJ),1175.374331
Spain,Oil products,Residential (PJ),101.5197261
Spain,Oil products,Commercial and public services (PJ),50.43809908
Spain,Oil products,Other final consumption (PJ),306.5437759
Spain,Natural gas,Production (PJ),1.425433741
Spain,Natural gas,Imports (PJ),1346.624747
Spain,Natural gas,Exports (PJ),-110.0349404
Spain,Natural gas,Total energy supply (PJ),1231.62113
Spain,Natural gas,"Electricity, CHP and heat plants (PJ)",-458.8218033
Spain,Natural gas,"Oil refineries, transformation (PJ)",0
Spain,Natural gas,Total final consumption (PJ),641.8126087
Spain,Natural gas,Industry (PJ),366.7869
Spain,Natural gas,Transport (PJ),11.81880049
Spain,Natural gas,Residential (PJ),152.1720009
Spain,Natural gas,Commercial and public services (PJ),86.27220015
Spain,Natural gas,Other final consumption (PJ),24.76271137
Spain,Nuclear,Production (PJ),617.0618172
Spain,Nuclear,Imports (PJ),0
Spain,Nuclear,Exports (PJ),0
Spain,Nuclear,Total energy supply (PJ),617.0618172
Spain,Nuclear,"Electricity, CHP and heat plants (PJ)",-617.0618172
Spain,Nuclear,"Oil refineries, transformation (PJ)",0
Spain,Nuclear,Total final consumption (PJ),0
Spain,Nuclear,Industry (PJ),0
Spain,Nuclear,Transport (PJ),0
Spain,Nuclear,Residential (PJ),0
Spain,Nuclear,Commercial and public services (PJ),0
Spain,Nuclear,Other final consumption (PJ),0
Spain,Renewables and waste,Production (PJ),855.5473001
Spain,Renewables and waste,Imports (PJ),69.68880033
Spain,Renewables and waste,Exports (PJ),-104.9829131
Spain,Renewables and waste,Total energy supply (PJ),835.4446479
Spain,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-591.1365571
Spain,Renewables and waste,"Oil refineries, transformation (PJ)",0
Spain,Renewables and waste,Total final consumption (PJ),242.1433059
Spain,Renewables and waste,Industry (PJ),81.44447225
Spain,Renewables and waste,Transport (PJ),58.66963677
Spain,Renewables and waste,Residential (PJ),88.80914556
Spain,Renewables and waste,Commercial and public services (PJ),9.967171442
Spain,Renewables and waste,Other final consumption (PJ),3.252875645
Spain,Electricity,Production (PJ),0
Spain,Electricity,Imports (PJ),62.68040277
Spain,Electricity,Exports (PJ),-59.61162072
Spain,Electricity,Total energy supply (PJ),3.068782049
Spain,Electricity,"Electricity, CHP and heat plants (PJ)",975.9275972
Spain,Electricity,"Oil refineries, transformation (PJ)",0
Spain,Electricity,Total final consumption (PJ),820.368002
Spain,Electricity,Industry (PJ),273.0383981
Spain,Electricity,Transport (PJ),13.18319906
Spain,Electricity,Residential (PJ),263.3364018
Spain,Electricity,Commercial and public services (PJ),248.893202
Spain,Electricity,Other final consumption (PJ),21.91680106
Spain,Heat,Production (PJ),0
Spain,Heat,Imports (PJ),0
Spain,Heat,Exports (PJ),0
Spain,Heat,Total energy supply (PJ),0
Spain,Heat,"Electricity, CHP and heat plants (PJ)",0
Spain,Heat,"Oil refineries, transformation (PJ)",0
Spain,Heat,Total final consumption (PJ),0
Spain,Heat,Industry (PJ),0
Spain,Heat,Transport (PJ),0
Spain,Heat,Residential (PJ),0
Spain,Heat,Commercial and public services (PJ),0
Spain,Heat,Other final consumption (PJ),0
Sweden,"Coal, peat and oil shale",Production (PJ),2.537498063
Sweden,"Coal, peat and oil shale",Imports (PJ),66.17782103
Sweden,"Coal, peat and oil shale",Exports (PJ),-0.673919888
Sweden,"Coal, peat and oil shale",Total energy supply (PJ),72.07095974
Sweden,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-10.81961648
Sweden,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Sweden,"Coal, peat and oil shale",Total final consumption (PJ),27.02669835
Sweden,"Coal, peat and oil shale",Industry (PJ),24.75221925
Sweden,"Coal, peat and oil shale",Transport (PJ),0
Sweden,"Coal, peat and oil shale",Residential (PJ),0
Sweden,"Coal, peat and oil shale",Commercial and public services (PJ),0
Sweden,"Coal, peat and oil shale",Other final consumption (PJ),2.2744791
Sweden,"Crude, NGL and feedstocks",Production (PJ),0
Sweden,"Crude, NGL and feedstocks",Imports (PJ),806.366451
Sweden,"Crude, NGL and feedstocks",Exports (PJ),-63.16366416
Sweden,"Crude, NGL and feedstocks",Total energy supply (PJ),797.2672911
Sweden,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Sweden,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-915.0033854
Sweden,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Sweden,"Crude, NGL and feedstocks",Industry (PJ),0
Sweden,"Crude, NGL and feedstocks",Transport (PJ),0
Sweden,"Crude, NGL and feedstocks",Residential (PJ),0
Sweden,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Sweden,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Sweden,Oil products,Production (PJ),0
Sweden,Oil products,Imports (PJ),266.8662049
Sweden,Oil products,Exports (PJ),-643.8404225
Sweden,Oil products,Total energy supply (PJ),-406.9979823
Sweden,Oil products,"Electricity, CHP and heat plants (PJ)",-5.840799527
Sweden,Oil products,"Oil refineries, transformation (PJ)",904.891426
Sweden,Oil products,Total final consumption (PJ),349.1964031
Sweden,Oil products,Industry (PJ),37.00206755
Sweden,Oil products,Transport (PJ),211.7507971
Sweden,Oil products,Residential (PJ),8.470763068
Sweden,Oil products,Commercial and public services (PJ),7.920395647
Sweden,Oil products,Other final consumption (PJ),84.05237973
Sweden,Natural gas,Production (PJ),0
Sweden,Natural gas,Imports (PJ),44.91328154
Sweden,Natural gas,Exports (PJ),-2.036756783
Sweden,Natural gas,Total energy supply (PJ),42.14540062
Sweden,Natural gas,"Electricity, CHP and heat plants (PJ)",-5.112903413
Sweden,Natural gas,"Oil refineries, transformation (PJ)",0
Sweden,Natural gas,Total final consumption (PJ),34.1894716
Sweden,Natural gas,Industry (PJ),13.49887122
Sweden,Natural gas,Transport (PJ),0.40254826
Sweden,Natural gas,Residential (PJ),1.249399735
Sweden,Natural gas,Commercial and public services (PJ),3.907046398
Sweden,Natural gas,Other final consumption (PJ),15.13160599
Sweden,Nuclear,Production (PJ),577.7999997
Sweden,Nuclear,Imports (PJ),0
Sweden,Nuclear,Exports (PJ),0
Sweden,Nuclear,Total energy supply (PJ),577.7999997
Sweden,Nuclear,"Electricity, CHP and heat plants (PJ)",-577.7999997
Sweden,Nuclear,"Oil refineries, transformation (PJ)",0
Sweden,Nuclear,Total final consumption (PJ),0
Sweden,Nuclear,Industry (PJ),0
Sweden,Nuclear,Transport (PJ),0
Sweden,Nuclear,Residential (PJ),0
Sweden,Nuclear,Commercial and public services (PJ),0
Sweden,Nuclear,Other final consumption (PJ),0
Sweden,Renewables and waste,Production (PJ),924.2098404
Sweden,Renewables and waste,Imports (PJ),85.61912634
Sweden,Renewables and waste,Exports (PJ),-22.22372699
Sweden,Renewables and waste,Total energy supply (PJ),997.9816667
Sweden,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-672.7988978
Sweden,Renewables and waste,"Oil refineries, transformation (PJ)",0
Sweden,Renewables and waste,Total final consumption (PJ),311.8886908
Sweden,Renewables and waste,Industry (PJ),199.7898841
Sweden,Renewables and waste,Transport (PJ),60.76907414
Sweden,Renewables and waste,Residential (PJ),38.88994172
Sweden,Renewables and waste,Commercial and public services (PJ),4.003853587
Sweden,Renewables and waste,Other final consumption (PJ),8.435933078
Sweden,Electricity,Production (PJ),0
Sweden,Electricity,Imports (PJ),30.02759981
Sweden,Electricity,Exports (PJ),-122.0724007
Sweden,Electricity,Total energy supply (PJ),-92.0448009
Sweden,Electricity,"Electricity, CHP and heat plants (PJ)",618.3252008
Sweden,Electricity,"Oil refineries, transformation (PJ)",0
Sweden,Electricity,Total final consumption (PJ),461.7503987
Sweden,Electricity,Industry (PJ),168.8903999
Sweden,Electricity,Transport (PJ),14.37119937
Sweden,Electricity,Residential (PJ),166.320002
Sweden,Electricity,Commercial and public services (PJ),107.8775996
Sweden,Electricity,Other final consumption (PJ),4.291202045
Sweden,Heat,Production (PJ),9.760766389
Sweden,Heat,Imports (PJ),0
Sweden,Heat,Exports (PJ),0
Sweden,Heat,Total energy supply (PJ),9.760766389
Sweden,Heat,"Electricity, CHP and heat plants (PJ)",207.3539998
Sweden,Heat,"Oil refineries, transformation (PJ)",0
Sweden,Heat,Total final consumption (PJ),196.4140003
Sweden,Heat,Industry (PJ),26.32300194
Sweden,Heat,Transport (PJ),0
Sweden,Heat,Residential (PJ),114.9520021
Sweden,Heat,Commercial and public services (PJ),54.83899948
Sweden,Heat,Other final consumption (PJ),0.300000967
Switzerland,"Coal, peat and oil shale",Production (PJ),0
Switzerland,"Coal, peat and oil shale",Imports (PJ),3.715399814
Switzerland,"Coal, peat and oil shale",Exports (PJ),-0.000255395
Switzerland,"Coal, peat and oil shale",Total energy supply (PJ),3.697220729
Switzerland,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",0
Switzerland,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Switzerland,"Coal, peat and oil shale",Total final consumption (PJ),3.697220729
Switzerland,"Coal, peat and oil shale",Industry (PJ),3.59720645
